# ILM.D.U2.C.NLIQ.U2.EUR UNIT= Eurosystem reporting sector - Net liquidity effect from Autonomous Factors and MonPol portfolios UNIT_MULT= n=711
TIME_PERIOD,OBS_VALUE
2024-09-27,-3094650
2024-09-28,-3094650
2024-09-29,-3094650
2024-09-30,-3082374
2024-10-01,-3098041
2024-10-02,-3101026
2024-10-03,-3094965
2024-10-04,-3101235
2024-10-05,-3101235
2024-10-06,-3101235
2024-10-07,-3100491
2024-10-08,-3104910
2024-10-09,-3113175
2024-10-10,-3109478
2024-10-11,-3116785
2024-10-12,-3116785
2024-10-13,-3116785
2024-10-14,-3113257
2024-10-15,-3095220
2024-10-16,-3094044
2024-10-17,-3095405
2024-10-18,-3081827
2024-10-19,-3081827
2024-10-20,-3081827
2024-10-21,-3082998
2024-10-22,-3079988
2024-10-23,-3073383
2024-10-24,-3074457
2024-10-25,-3074309
2024-10-26,-3074309
2024-10-27,-3074309
2024-10-28,-3072202
2024-10-29,-3074458
2024-10-30,-3052518
2024-10-31,-3037192
2024-11-01,-3052283
2024-11-02,-3052283
2024-11-03,-3052283
2024-11-04,-3063040
2024-11-05,-3070170
2024-11-06,-3070568
2024-11-07,-3068436
2024-11-08,-3070107
2024-11-09,-3070107
2024-11-10,-3070107
2024-11-11,-3070588
2024-11-12,-3074814
2024-11-13,-3078388
2024-11-14,-3071827
2024-11-15,-3047795
2024-11-16,-3047795
2024-11-17,-3047795
2024-11-18,-3062253
2024-11-19,-3064835
2024-11-20,-3066941
2024-11-21,-3061141
2024-11-22,-3066632
2024-11-23,-3066632
2024-11-24,-3066632
2024-11-25,-3044151
2024-11-26,-3033616
2024-11-27,-3020050
2024-11-28,-3006055
2024-11-29,-3005064
2024-11-30,-3005064
2024-12-01,-3005064
2024-12-02,-3009060
2024-12-03,-3019460
2024-12-04,-3017361
2024-12-05,-3011491
2024-12-06,-3017338
2024-12-07,-3017338
2024-12-08,-3017338
2024-12-09,-3025766
2024-12-10,-3030681
2024-12-11,-3028083
2024-12-12,-3016908
2024-12-13,-3023040
2024-12-14,-3023040
2024-12-15,-3023040
2024-12-16,-3014851
2024-12-17,-3032399
2024-12-18,-3021688
2024-12-19,-3001780
2024-12-20,-3016982
2024-12-21,-3016982
2024-12-22,-3016982
2024-12-23,-3029783
2024-12-24,-3032781
2024-12-25,-3032781
2024-12-26,-3032781
2024-12-27,-3034220
2024-12-28,-3034220
2024-12-29,-3034220
2024-12-30,-3020184
2024-12-31,-2957062
2025-01-01,-2957062
2025-01-02,-3027513
2025-01-03,-3039742
2025-01-04,-3039742
2025-01-05,-3039742
2025-01-06,-3041034
2025-01-07,-3052228
2025-01-08,-3069248
2025-01-09,-3087514
2025-01-10,-3091227
2025-01-11,-3091227
2025-01-12,-3091227
2025-01-13,-3096357
2025-01-14,-3094574
2025-01-15,-3082758
2025-01-16,-3078157
2025-01-17,-3081815
2025-01-18,-3081815
2025-01-19,-3081815
2025-01-20,-3083726
2025-01-21,-3061499
2025-01-22,-3078531
2025-01-23,-3082424
2025-01-24,-3082301
2025-01-25,-3082301
2025-01-26,-3082301
2025-01-27,-3068145
2025-01-28,-3066738
2025-01-29,-3055533
2025-01-30,-3029195
2025-01-31,-3002274
2025-02-01,-3002274
2025-02-02,-3002274
2025-02-03,-3001214
2025-02-04,-3011263
2025-02-05,-3005255
2025-02-06,-3033698
2025-02-07,-3036482
2025-02-08,-3036482
2025-02-09,-3036482
2025-02-10,-3028849
2025-02-11,-3019243
2025-02-12,-3024063
2025-02-13,-3018229
2025-02-14,-3025803
2025-02-15,-3025803
2025-02-16,-3025803
2025-02-17,-3009932
2025-02-18,-3001366
2025-02-19,-2987203
2025-02-20,-2988859
2025-02-21,-2990818
2025-02-22,-2990818
2025-02-23,-2990818
2025-02-24,-2996385
2025-02-25,-2989095
2025-02-26,-2977770
2025-02-27,-2927669
2025-02-28,-2949532
2025-03-01,-2949532
2025-03-02,-2949532
2025-03-03,-2948805
2025-03-04,-2962372
2025-03-05,-2967752
2025-03-06,-2969099
2025-03-07,-2973204
2025-03-08,-2973204
2025-03-09,-2973204
2025-03-10,-2977668
2025-03-11,-2976092
2025-03-12,-2983519
2025-03-13,-2985822
2025-03-14,-2973626
2025-03-15,-2973626
2025-03-16,-2973626
2025-03-17,-2987779
2025-03-18,-2984400
2025-03-19,-2992945
2025-03-20,-2985199
2025-03-21,-2988340
2025-03-22,-2988340
2025-03-23,-2988340
2025-03-24,-2985535
2025-03-25,-2965372
2025-03-26,-2965414
2025-03-27,-2958037
2025-03-28,-2952480
2025-03-29,-2952480
2025-03-30,-2952480
2025-03-31,-2929914
2025-04-01,-2941785
2025-04-02,-2962172
2025-04-03,-2958108
2025-04-04,-2957446
2025-04-05,-2957446
2025-04-06,-2957446
2025-04-07,-2950739
2025-04-08,-2957197
2025-04-09,-2952719
2025-04-10,-2949118
2025-04-11,-2946579
2025-04-12,-2946579
2025-04-13,-2946579
2025-04-14,-2940717
2025-04-15,-2932115
2025-04-16,-2924312
2025-04-17,-2905195
2025-04-18,-2905195
2025-04-19,-2905195
2025-04-20,-2905195
2025-04-21,-2905195
2025-04-22,-2893212
2025-04-23,-2901735
2025-04-24,-2913755
2025-04-25,-2911236
2025-04-26,-2911236
2025-04-27,-2911236
2025-04-28,-2916268
2025-04-29,-2882950
2025-04-30,-2874459
2025-05-01,-2874457
2025-05-02,-2904786
2025-05-03,-2904786
2025-05-04,-2904786
2025-05-05,-2911835
2025-05-06,-2918939
2025-05-07,-2913598
2025-05-08,-2916031
2025-05-09,-2917816
2025-05-10,-2917816
2025-05-11,-2917816
2025-05-12,-2909817
2025-05-13,-2919270
2025-05-14,-2914895
2025-05-15,-2901149
2025-05-16,-2902024
2025-05-17,-2902024
2025-05-18,-2902024
2025-05-19,-2905041
2025-05-20,-2901306
2025-05-21,-2903521
2025-05-22,-2899527
2025-05-23,-2894715
2025-05-24,-2894715
2025-05-25,-2894715
2025-05-26,-2860938
2025-05-27,-2855599
2025-05-28,-2860920
2025-05-29,-2852815
2025-05-30,-2845586
2025-05-31,-2845586
2025-06-01,-2845586
2025-06-02,-2848252
2025-06-03,-2858033
2025-06-04,-2856408
2025-06-05,-2853929
2025-06-06,-2849126
2025-06-07,-2849126
2025-06-08,-2849126
2025-06-09,-2847982
2025-06-10,-2847917
2025-06-11,-2850512
2025-06-12,-2858988
2025-06-13,-2850493
2025-06-14,-2850493
2025-06-15,-2850493
2025-06-16,-2855464
2025-06-17,-2863491
2025-06-18,-2860697
2025-06-19,-2852867
2025-06-20,-2859205
2025-06-21,-2859205
2025-06-22,-2859205
2025-06-23,-2854935
2025-06-24,-2850634
2025-06-25,-2833202
2025-06-26,-2835605
2025-06-27,-2818440
2025-06-28,-2818440
2025-06-29,-2818440
2025-06-30,-2812690
2025-07-01,-2815479
2025-07-02,-2814712
2025-07-03,-2810893
2025-07-04,-2828530
2025-07-05,-2828530
2025-07-06,-2828530
2025-07-07,-2830811
2025-07-08,-2832025
2025-07-09,-2817603
2025-07-10,-2816619
2025-07-11,-2819402
2025-07-12,-2819402
2025-07-13,-2819402
2025-07-14,-2808901
2025-07-15,-2795807
2025-07-16,-2789117
2025-07-17,-2785212
2025-07-18,-2772433
2025-07-19,-2772433
2025-07-20,-2772433
2025-07-21,-2781392
2025-07-22,-2785987
2025-07-23,-2802575
2025-07-24,-2800084
2025-07-25,-2799605
2025-07-26,-2799605
2025-07-27,-2799605
2025-07-28,-2801702
2025-07-29,-2794130
2025-07-30,-2776288
2025-07-31,-2754267
2025-08-01,-2764203
2025-08-02,-2764203
2025-08-03,-2764203
2025-08-04,-2765453
2025-08-05,-2769859
2025-08-06,-2782610
2025-08-07,-2778334
2025-08-08,-2810539
2025-08-09,-2810539
2025-08-10,-2810539
2025-08-11,-2821790
2025-08-12,-2806981
2025-08-13,-2818672
2025-08-14,-2819175
2025-08-15,-2790258
2025-08-16,-2790258
2025-08-17,-2790258
2025-08-18,-2798061
2025-08-19,-2803967
2025-08-20,-2803213
2025-08-21,-2804744
2025-08-22,-2801460
2025-08-23,-2801460
2025-08-24,-2801460
2025-08-25,-2810621
2025-08-26,-2816186
2025-08-27,-2813086
2025-08-28,-2806107
2025-08-29,-2801694
2025-08-30,-2801694
2025-08-31,-2801694
2025-09-01,-2805047
2025-09-02,-2806191
2025-09-03,-2802621
2025-09-04,-2796708
2025-09-05,-2798147
2025-09-06,-2798147
2025-09-07,-2798147
2025-09-08,-2796738
2025-09-09,-2795146
2025-09-10,-2798851
2025-09-11,-2798677
2025-09-12,-2796690
2025-09-13,-2796690
2025-09-14,-2796690
2025-09-15,-2781193
2025-09-16,-2773403
2025-09-17,-2771754
2025-09-18,-2766640
2025-09-19,-2761880
2025-09-20,-2761880
2025-09-21,-2761880
2025-09-22,-2766692
2025-09-23,-2774325
2025-09-24,-2778190
2025-09-25,-2769265
2025-09-26,-2760723
2025-09-27,-2760723
2025-09-28,-2760723
2025-09-29,-2761906
2025-09-30,-2752853
2025-10-01,-2757905
2025-10-02,-2756678
2025-10-03,-2748481
2025-10-04,-2748481
2025-10-05,-2748481
2025-10-06,-2752605
2025-10-07,-2744540
2025-10-08,-2750137
2025-10-09,-2746232
2025-10-10,-2733395
2025-10-11,-2733395
2025-10-12,-2733395
