date,CORRA_TOTAL_VOLUME,CORRA_TRIMMED_VOLUME,CORRA_RATE_AT_PERCENTILE_5,CORRA_RATE_AT_PERCENTILE_95
2025-07-16,46966011935,35224508951,2.7300,2.8400
2025-07-17,46251612995,34688709746,2.7300,2.8400
2025-07-18,42593543568,31945157676,2.7200,2.8300
2025-07-21,41679975747,31259981810,2.7200,2.8400
2025-07-22,42710688182,32033016136,2.7300,2.8400
2025-07-23,51476598641,38607448981,2.7200,2.8400
2025-07-24,46759524744,35069643558,2.7200,2.8300
2025-07-25,44948310714,33711233036,2.7200,2.8300
2025-07-28,38129897280,28597422960,2.7100,2.8400
2025-07-29,39777691186,29833268390,2.7200,2.8300
2025-07-30,41535187333,31151390500,2.7100,2.8500
2025-07-31,46360130211,34770097658,2.7300,2.8500
2025-08-01,44808589660,33606442245,2.7200,2.8500
2025-08-05,45254576071,33940932053,2.7200,2.8400
2025-08-06,35636912465,26727684349,2.7200,2.8400
2025-08-07,33733956661,25300467496,2.7300,2.8400
2025-08-08,41331958953,30998969215,2.7200,2.8300
2025-08-12,27170893767,20378170325,2.7200,2.8500
2025-08-13,47460525390,35595394042,2.7300,2.8400
2025-08-14,47568458580,35676343935,2.7300,2.8400
2025-08-15,40527321576,30395491182,2.7400,2.8300
2025-08-18,38007494106,28505620580,2.7300,2.8300
2025-08-19,39752438045,29814328534,2.7300,2.8400
2025-08-20,47487576489,35615682367,2.7200,2.8500
2025-08-21,46941916028,35206437021,2.7300,2.8500
2025-08-22,49660098325,37245073744,2.7300,2.8500
2025-08-25,50621930608,37966447956,2.7300,2.8500
2025-08-26,54095059283,40571294462,2.7300,2.8500
2025-08-27,52576307160,39432230370,2.7400,2.8500
2025-08-28,43876041812,32907031359,2.7300,2.8500
2025-08-29,43109340802,32332005602,2.7400,2.8500
2025-09-02,43310975016,32483231262,2.7400,2.8500
2025-09-03,54089649454,40567237090,2.7500,2.8700
2025-09-04,48372100294,36279075220,2.7500,2.8600
2025-09-05,45180107939,33885080954,2.7500,2.8600
2025-09-08,44205168129,33153876097,2.7400,2.8500
2025-09-09,55146994264,41360245698,2.7500,2.8500
2025-09-10,46701508701,35026131526,2.7500,2.8500
2025-09-11,39287214905,29465411179,2.7500,2.8600
2025-09-12,45971768984,34478826738,2.7500,2.8600
2025-09-15,50912942265,38184706699,2.7600,2.8500
2025-09-16,48026011771,36019508828,2.7600,2.8500
2025-09-17,51329248094,38496936070,2.7500,2.8500
2025-09-18,53873758942,40405319206,2.5100,2.6000
2025-09-19,46328951488,34746713616,2.5100,2.6000
2025-09-22,51273748771,38455311578,2.5100,2.6000
2025-09-23,49376718236,37032538677,2.5100,2.6000
2025-09-24,56318739838,42239054878,2.5100,2.6100
2025-09-25,53826605005,40369953754,2.5100,2.6200
2025-09-26,44954192409,33715644307,2.5000,2.6100
2025-09-29,49176784821,36882588616,2.5100,2.6500
2025-10-01,51948187410,38961140558,2.5100,2.6200
2025-10-02,48359759188,36269819391,2.5100,2.6200
2025-10-03,49989994772,37492496079,2.5100,2.6200
2025-10-06,48717637766,36538228324,2.5100,2.6100
2025-10-07,51723364397,38792523298,2.5000,2.6100
2025-10-08,56582279226,42436709420,2.5000,2.6200
2025-10-09,50201297493,37650973120,2.5000,2.6000
2025-10-10,51924196230,38943147172,2.5000,2.6000
2025-10-14,66246109991,49684582493,2.5000,2.6000
2025-10-15,56506431544,42379823658,2.5000,2.6000
2025-10-16,56602167472,42451625604,2.5000,2.6000
2025-10-17,54041520392,40531140294,2.5000,2.6000
2025-10-20,54794923235,41096192426,2.5000,2.6000
2025-10-21,59302323542,44476742656,2.5000,2.6000
2025-10-22,62510102255,46882576691,2.5000,2.6000
2025-10-23,60686988842,45515241632,2.5000,2.6000
2025-10-24,65252019094,48939014320,2.5000,2.6000
2025-10-27,62594348178,46945761134,2.4900,2.6000
2025-10-28,55806149260,41854611945,2.4900,2.6000
2025-10-29,55863403579,41897552684,2.5000,2.6100
2025-10-30,58246771896,43685078922,2.2300,2.3500
2025-10-31,49948104070,37461078052,2.2700,2.4400
2025-11-03,58778449651,44083837238,2.2500,2.3800
2025-11-04,56390041220,42292530915,2.2500,2.3800
2025-11-05,64013124198,48009843148,2.2500,2.3700
2025-11-06,64024041817,48018031363,2.2500,2.3600
2025-11-07,61025295852,45768971889,2.2500,2.3600
2025-11-10,56828194921,42621146191,2.2500,2.3600
2025-11-12,54468277380,40851208035,2.2400,2.3600
2025-11-13,45929778685,34447334014,2.2300,2.3600
2025-11-14,54958269730,41218702298,2.2400,2.3600
2025-11-17,55780531603,41835398702,2.2400,2.3500
2025-11-18,47692335011,35769251258,2.2400,2.3500
2025-11-19,49735541193,37301655895,2.2400,2.3500
2025-11-20,50371441867,37778581400,2.2300,2.3500
2025-11-21,44733553245,33550164934,2.2300,2.3500
2025-11-24,51063584920,38297688690,2.2300,2.3400
2025-11-25,52246712356,39185034267,2.2300,2.3500
2025-11-26,55445379548,41584034661,2.2300,2.3500
2025-11-27,48978621173,36733965880,2.2300,2.3500
2025-11-28,57602825374,43202119030,2.2300,2.3500
2025-12-01,59751182055,44813386541,2.2300,2.3400
2025-12-02,52261523198,39196142398,2.2200,2.3400
2025-12-03,55699332120,41774499090,2.2300,2.3400
2025-12-04,57064249614,42798187210,2.2300,2.3400
2025-12-05,53993907480,40495430610,2.2300,2.3400
2025-12-08,52232792274,39174594206,2.2300,2.3500
2025-12-09,50676249460,38007187095,2.2300,2.3500
2025-12-10,54736660443,41052495332,2.2300,2.3500
2025-12-11,60041285185,45030963889,2.2300,2.3500
2025-12-12,64919309764,48689482323,2.2400,2.3400
2025-12-15,60961876649,45721407487,2.2400,2.3500
2025-12-16,60669036929,45501777697,2.2400,2.3600
2025-12-17,57165942911,42874457183,2.2400,2.3500
2025-12-18,57403287358,43052465518,2.2300,2.3400
2025-12-19,57476455415,43107341561,2.2500,2.3500
2025-12-22,50338086509,37753564882,2.2500,2.3500
2025-12-23,52885883100,39664412325,2.2600,2.3800
2025-12-24,37455404721,28091553541,2.2500,2.3800
2025-12-29,44289184195,33216888146,2.2500,2.4000
2025-12-30,47453886289,35590414717,2.2600,2.4000
2025-12-31,42405662796,31804247097,2.2500,2.3800
2026-01-02,56286909797,42215182348,2.2500,2.3800
2026-01-05,53328388312,39996291234,2.2600,2.3400
2026-01-06,49440143018,37080107264,2.2500,2.3400
2026-01-07,52975354708,39731516031,2.2500,2.3300
2026-01-08,53062888821,39797166616,2.2400,2.3000
2026-01-09,45061783463,33796337597,2.2300,2.3000
2026-01-12,55420640342,41565480256,2.2500,2.3100
2026-01-13,46874723550,35156042662,2.2400,2.3200
2026-01-14,49014686598,36761014948,2.2400,2.3100
2026-01-15,46603832132,34952874099,2.2500,2.3300
2026-01-16,53845638195,40384228646,2.2600,2.3300
2026-01-19,47921475595,35941106696,2.2500,2.3200
2026-01-20,53191601768,39893701326,2.2500,2.3200
2026-01-21,51138137922,38353603442,2.2400,2.3100
2026-01-22,53467624013,40100718010,2.2500,2.3100
2026-01-23,58387470907,43790603180,2.2500,2.3100
2026-01-26,55604973175,41703729881,2.2500,2.3200
2026-01-27,53848654654,40386490990,2.2500,2.3300
2026-01-28,49890816467,37418112350,2.2500,2.3400
2026-01-29,42565938533,31924453900,2.2500,2.3400
2026-01-30,35001170933,26250878200,2.2600,2.3800
2026-02-02,52508309886,39381232414,2.2500,2.3500
2026-02-03,50152817316,37614612987,2.2500,2.3400
2026-02-04,56989304597,42741978448,2.2500,2.3400
2026-02-05,59783197463,44837398097,2.2600,2.3400
2026-02-06,52072293054,39054219790,2.2600,2.3500
2026-02-09,57434753135,43076064851,2.2500,2.3500
2026-02-10,46289661235,34717245926,2.2500,2.3500
2026-02-11,48638433641,36478825231,2.2500,2.3500
2026-02-12,43748672949,32811504712,2.2500,2.3500
2026-02-13,53041302758,39780977068,2.2400,2.3300
2026-02-17,56456664789,42342498592,2.2300,2.3300
2026-02-18,53423956655,40067967491,2.2300,2.3300
2026-02-19,62718264866,47038698650,2.2400,2.3100
2026-02-20,56338090376,42253567782,2.2400,2.3200
2026-02-23,63593856650,47695392488,2.2300,2.3300
2026-02-24,56279345501,42209509126,2.2500,2.3400
2026-02-25,59896119959,44922089969,2.2500,2.3500
2026-02-26,62212274182,46659205636,2.2500,2.3500
2026-02-27,56985448983,42739086737,2.2500,2.3500
2026-03-02,56569576908,42427182681,2.2500,2.3600
2026-03-03,57788852120,43341639090,2.2500,2.3600
2026-03-04,49171892485,36878919364,2.2500,2.3600
2026-03-05,52504814639,39378610979,2.2400,2.3500
2026-03-06,55353985338,41515489004,2.2400,2.3400
2026-03-09,47800839379,35850629534,2.2400,2.3300
2026-03-10,47314658463,35485993847,2.2400,2.3300
2026-03-11,63030372469,47272779352,2.2400,2.3300
2026-03-12,50527218923,37895414192,2.2400,2.3300
2026-03-13,54706145285,41029608964,2.2400,2.3400
2026-03-16,57757616681,43318212511,2.2500,2.3400
2026-03-17,47136239423,35352179567,2.2600,2.3500
2026-03-18,53243762908,39932822181,2.2500,2.3600
2026-03-19,57153634420,42865225815,2.2500,2.3500
2026-03-20,57123085447,42842314085,2.2600,2.3700
2026-03-23,56331238056,42248428542,2.2500,2.3600
2026-03-24,51971203007,38978402255,2.2600,2.3700
2026-03-25,57416558498,43062418874,2.2800,2.3800
2026-03-26,47861886723,35896415042,2.2600,2.3800
2026-03-27,47498415415,35623811561,2.2500,2.3700
2026-03-30,52604599253,39453449440,2.2500,2.3500
2026-03-31,44042731832,33032048874,2.2400,2.3500
2026-04-01,57907406062,43430554546,2.2500,2.3300
2026-04-02,44359615434,33269711576,2.2500,2.3500
2026-04-06,43022635517,32266976638,2.2500,2.3500
2026-04-07,51683269959,38762452469,2.2500,2.3400
2026-04-08,53146634465,39859975849,2.2500,2.3500
2026-04-09,49183930679,36887948009,2.2500,2.3300
2026-04-10,48213784131,36160338098,2.2600,2.3600
2026-04-13,55703738805,41777804104,2.2600,2.3500
2026-04-14,54402387271,40801790453,2.2800,2.3600
2026-04-15,45064173211,33798129908,2.2500,2.3800
2026-04-16,46687682449,35015761837,2.2500,2.3800
2026-04-17,42647037595,31985278196,2.2500,2.3600
2026-04-20,44494766337,33371074753,2.2500,2.3500
2026-04-21,46210534001,34657900501,2.2500,2.3600
2026-04-22,47594129838,35695597378,2.2600,2.3600
2026-04-23,52195493083,39146619812,2.2800,2.3700
2026-04-24,37402855720,28052141790,2.2700,2.3800
2026-04-27,39401152838,29550864628,2.2700,2.3800
2026-04-28,36073876811,27055407608,2.2700,2.3800
2026-04-29,34887987457,26165990593,2.2700,2.3800
2026-04-30,41776140965,31332105724,2.2500,2.4000
2026-05-01,39990433187,29992824890,2.2500,2.3800
2026-05-04,43291700921,32468775691,2.2500,2.3800
2026-05-05,43775751211,32831813408,2.2500,2.3600
2026-05-06,51825462574,38869096930,2.2600,2.3500
2026-05-07,46277600302,34708200226,2.2500,2.3500
2026-05-08,48923987951,36692990963,2.2400,2.3400
2026-05-11,51288790767,38466593075,2.2400,2.3300
2026-05-12,39559950103,29669962577,2.2300,2.3300
2026-05-13,44590538501,33442903876,2.2300,2.3300
2026-05-14,44426061946,33319546460,2.2300,2.3200
2026-05-15,50612116775,37959087581,2.2400,2.3300
2026-05-19,52244584931,39183438698,2.2300,2.3300
2026-05-20,54294250106,40720687580,2.2400,2.3200
2026-05-21,48509746590,36382309942,2.2400,2.3400
2026-05-22,39021078826,29265809120,2.2400,2.3300
2026-05-25,44534875479,33401156609,2.2400,2.3300
2026-05-26,43216766063,32412574547,2.2400,2.3300
2026-05-27,51497204119,38622903089,2.2300,2.3400
2026-05-28,57453497843,43090123382,2.2200,2.3300
2026-05-29,45187497600,33890623200,2.2200,2.3200
2026-06-01,50021443337,37516082503,2.2300,2.3200
2026-06-02,42771184828,32078388621,2.2300,2.3300
2026-06-03,45604917315,34203687986,2.2300,2.3500
2026-06-04,48952454494,36714340870,2.2400,2.3400
2026-06-05,51572161579,38679121184,2.2500,2.3500
2026-06-08,53273910813,39955433110,2.2400,2.3300
2026-06-09,53728396569,40296297427,2.2500,2.3300
2026-06-10,52061148178,39045861134,2.2500,2.3500
2026-06-11,53448815339,40086611504,2.2500,2.3300
2026-06-12,49922770854,37442078140,2.2500,2.3300
2026-06-15,54727470584,41045602938,2.2500,2.3500
2026-06-16,45862373570,34396780178,2.2500,2.3500
2026-06-17,53572473799,40179355349,2.2500,2.3500
2026-06-18,44337179472,33252884604,2.2500,2.3500
2026-06-19,54889804716,41167353537,2.2800,2.3600
2026-06-22,62617525252,46963143939,2.2700,2.3700
2026-06-23,63782766893,47837075170,2.3000,2.3700
2026-06-24,55187778670,41390834002,2.2900,2.3700
2026-06-25,63547149764,47660362323,2.2900,2.3700
2026-06-26,63960740562,47970555422,2.2900,2.3800
2026-06-29,54683592716,41012694537,2.2900,2.3900
2026-06-30,58517208765,43887906574,2.3000,2.4300
2026-07-02,53043651068,39782738301,2.2900,2.3900
2026-07-03,46958264108,35218698081,2.2500,2.3900
2026-07-06,52142013539,39106510154,2.2700,2.3800
2026-07-07,54476701863,40857526397,2.2500,2.3700
2026-07-08,52229061908,39171796431,2.2600,2.3600
2026-07-09,56839394015,42629545511,2.2600,2.3600
2026-07-10,51208807328,38406605496,2.2700,2.3600
2026-07-13,51185834562,38389375922,2.2600,2.3600
2026-07-14,58735631580,44051723685,2.2500,2.3700
2026-07-15,60838632274,45628974206,2.2600,2.3700
2026-07-16,59780223285,44835167464,2.2600,2.3700
2026-07-17,55221465204,41416098903,2.2600,2.3800
2026-07-20,62366281127,46774710845,2.2700,2.3700
2026-07-21,53976725119,40482543839,2.2600,2.3600
2026-07-22,57451438498,43088578874,2.2500,2.3600
2026-07-23,62342181755,46756636316,2.2500,2.3600
2026-07-24,73164410628,54873307971,2.2500,2.3500
2026-07-27,55347025719,41510269289,2.2600,2.3500
2026-07-28,59415473893,44561605420,2.2500,2.3500
2026-07-29,53852765080,40389573810,2.2700,2.3500
2026-07-30,62789518141,47092138606,2.2900,2.3700
2026-07-31,46598188340,34948641255,2.2900,2.4500
2026-08-04,54348857256,40761642942,2.3000,2.4100
2026-08-05,56385720465,42289290349,2.2800,2.3800
2026-08-06,52950665189,39712998892,2.2800,2.3700
2026-08-07,51775108863,38831331647,2.2700,2.3700
2026-08-10,53093621969,39820216477,2.2600,2.3600
2026-08-11,53370140075,40027605056,2.2600,2.3600
2026-08-12,55170835459,41378126594,2.2500,2.3500
2026-08-13,54633742421,40975306816,2.2500,2.3500
2026-08-14,51704565733,38778424300,2.2500,2.3400
2026-08-17,51400356387,38550267290,2.2500,2.3500
2026-08-18,51436706229,38577529672,2.2500,2.3400
2026-08-19,55409766289,41557324717,2.2500,2.3400
2026-08-20,55228251641,41421188731,2.2400,2.3300
2026-08-21,62677532816,47008149612,2.2400,2.3300
2026-08-24,55721188451,41790891338,2.2500,2.3200
2026-08-25,49213347986,36910010990,2.2400,2.3300
2026-08-26,58400970378,43800727784,2.2400,2.3300
2026-08-27,55329001990,41496751492,2.2300,2.3300
2026-08-28,56143338004,42107503503,2.2400,2.3200
2026-08-31,57055110655,42791332991,2.2200,2.3300
2026-09-01,51303800542,38477850406,2.2500,2.3400
2026-09-02,58693362694,44020022020,2.2500,2.3700
2026-09-03,61841059842,46380794882,2.2500,2.3600
