date,V36636
2005-01-05,254.0
2005-01-12,50.0
2005-01-19,50.0
2005-01-26,50.0
2005-02-02,51.0
2005-02-09,51.0
2005-02-16,66.0
2005-02-23,166.0
2005-03-02,63.0
2005-03-09,50.0
2005-03-16,11.0
2005-03-23,85.0
2005-03-30,100.0
2005-04-06,51.0
2005-04-13,50.0
2005-04-20,50.0
2005-04-27,50.0
2005-05-04,52.0
2005-05-11,50.0
2005-05-18,50.0
2005-05-25,50.0
2005-06-01,175.0
2005-06-08,50.0
2005-06-15,61.0
2005-06-22,50.0
2005-06-29,100.0
2005-07-06,62.0
2005-07-13,50.0
2005-07-20,50.0
2005-07-27,50.0
2005-08-03,52.0
2005-08-10,50.0
2005-08-17,50.0
2005-08-24,50.0
2005-08-31,200.0
2005-09-07,54.0
2005-09-14,50.0
2005-09-21,50.0
2005-09-28,50.0
2005-10-05,50.0
2005-10-12,50.0
2005-10-19,50.0
2005-10-26,97.0
2005-11-02,50.0
2005-11-09,50.0
2005-11-16,50.0
2005-11-23,50.0
2005-11-30,54.0
2005-12-07,50.0
2005-12-14,50.0
2005-12-21,66.0
2005-12-28,50.0
2006-01-04,97.0
2006-01-11,50.0
2006-01-18,50.0
2006-01-25,57.0
2006-02-01,50.0
2006-02-08,22.0
2006-02-15,50.0
2006-02-22,50.0
2006-03-01,55.0
2006-03-08,50.0
2006-03-15,12.0
2006-03-22,18.0
2006-03-29,29.0
2006-04-05,26.0
2006-04-12,17.0
2006-04-19,17.0
2006-04-26,29.0
2006-05-03,10.0
2006-05-10,39.0
2006-05-17,15.0
2006-05-24,8.0
2006-05-31,23.0
2006-06-07,11.0
2006-06-14,26.0
2006-06-21,30.0
2006-06-28,13.0
2006-07-05,83.0
2006-07-12,17.0
2006-07-19,9.0
2006-07-26,12.0
2006-08-02,11.0
2006-08-09,17.0
2006-08-16,18.0
2006-08-23,34.0
2006-08-30,17.0
2006-09-06,109.0
2006-09-13,25.0
2006-09-20,24.0
2006-09-27,25.0
2006-10-04,22.0
2006-10-11,11.0
2006-10-18,17.0
2006-10-25,16.0
2006-11-01,13.0
2006-11-08,8.0
2006-11-15,19.0
2006-11-22,22.0
2006-11-29,19.0
2006-12-06,17.0
2006-12-13,19.0
2006-12-20,41.0
2006-12-27,21.0
2007-01-03,16.0
2007-01-10,32.0
2007-01-17,18.0
2007-01-24,63.0
2007-01-31,54.0
2007-02-07,12.0
2007-02-14,13.0
2007-02-21,19.0
2007-02-28,18.0
2007-03-07,391.0
2007-03-14,12.0
2007-03-21,13.0
2007-03-28,15.0
2007-04-04,26.0
2007-04-11,13.0
2007-04-18,12.0
2007-04-25,14.0
2007-05-02,12.0
2007-05-09,11.0
2007-05-16,16.0
2007-05-23,25.0
2007-05-30,25.0
2007-06-06,46.0
2007-06-13,422.0
2007-06-20,25.0
2007-06-27,25.0
