date,rg_am_outstanding
2023-07-27,0.0
2023-07-28,0.0
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,0.0
2023-08-03,0.0
2023-08-04,0.0
2023-08-07,0.0
2023-08-08,0.0
2023-08-09,0.0
2023-08-10,0.0
2023-08-11,0.0
2023-08-14,0.0
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,0.0
2023-08-21,0.0
2023-08-22,0.0
2023-08-23,0.0
2023-08-24,0.0
2023-08-25,0.0
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.0
2023-08-31,0.0
2023-09-01,0.0
2023-09-04,0.0
2023-09-05,0.0
2023-09-06,0.0
2023-09-07,0.0
2023-09-08,0.0
2023-09-11,0.0
2023-09-12,0.0
2023-09-13,0.0
2023-09-14,0.0
2023-09-15,0.0
2023-09-18,0.0
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,0.0
2023-09-22,0.0
2023-09-25,0.0
2023-09-26,0.0
2023-09-27,0.0
2023-09-28,0.0
2023-09-29,0.0
2023-10-02,0.0
2023-10-03,0.0
2023-10-04,0.0
2023-10-05,0.0
2023-10-06,0.0
2023-10-09,0.0
2023-10-10,0.0
2023-10-11,0.0
2023-10-12,0.0
2023-10-13,0.0
2023-10-16,0.0
2023-10-17,0.0
2023-10-18,0.0
2023-10-19,0.0
2023-10-20,0.0
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.0
2023-10-30,0.0
2023-10-31,0.0
2023-11-01,0.0
2023-11-02,0.0
2023-11-03,0.0
2023-11-06,0.0
2023-11-07,0.0
2023-11-08,0.0
2023-11-09,0.0
2023-11-10,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,0.0
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,0.0
2023-11-30,0.0
2023-12-01,0.0
2023-12-04,0.0
2023-12-05,0.0
2023-12-06,0.0
2023-12-07,0.0
2023-12-08,0.0
2023-12-11,0.0
2023-12-12,0.0
2023-12-13,0.0
2023-12-14,0.0
2023-12-15,0.0
2023-12-18,0.0
2023-12-19,0.0
2023-12-20,0.0
2023-12-21,0.0
2023-12-22,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,0.0
2024-01-05,0.0
2024-01-08,0.0
2024-01-09,0.0
2024-01-10,0.0
2024-01-11,0.0
2024-01-12,0.0
2024-01-15,0.0
2024-01-16,0.0
2024-01-17,0.0
2024-01-18,0.0
2024-01-19,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,3585.0
2024-02-22,3320.0
2024-02-23,2460.0
2024-02-26,1975.0
2024-02-27,1325.0
2024-02-28,1325.0
2024-02-29,1800.0
2024-03-01,1300.0
2024-03-04,1300.0
2024-03-05,1300.0
2024-03-06,1684.0
2024-03-07,2434.0
2024-03-08,1750.0
2024-03-11,2003.0
2024-03-12,2000.0
2024-03-13,2250.0
2024-03-14,2315.0
2024-03-15,1800.0
2024-03-18,1950.0
2024-03-19,4650.0
2024-03-20,4600.0
2024-03-21,3950.0
2024-03-22,3000.0
2024-03-25,2545.0
2024-03-26,2445.0
2024-03-27,3945.0
2024-03-28,8000.0
2024-03-29,8000.0
2024-04-01,2140.0
2024-04-02,3280.0
2024-04-03,2700.0
2024-04-04,2345.0
2024-04-05,1845.0
2024-04-08,1345.0
2024-04-09,1245.0
2024-04-10,745.0
2024-04-11,745.0
2024-04-12,345.0
2024-04-15,345.0
2024-04-16,5295.0
2024-04-17,4495.0
2024-04-18,3335.0
2024-04-19,1895.0
2024-04-22,1995.0
2024-04-23,1845.0
2024-04-24,1845.0
2024-04-25,1545.0
2024-04-26,1995.0
2024-04-29,4145.0
2024-04-30,3000.0
2024-05-01,420.0
2024-05-02,345.0
2024-05-03,2200.0
2024-05-06,2150.0
2024-05-07,1350.0
2024-05-08,645.0
2024-05-09,645.0
2024-05-10,495.0
2024-05-13,845.0
2024-05-14,1095.0
2024-05-15,1295.0
2024-05-16,1495.0
2024-05-17,3295.0
2024-05-20,3295.0
2024-05-21,645.0
2024-05-22,895.0
2024-05-23,895.0
2024-05-24,595.0
2024-05-27,795.0
2024-05-28,1095.0
2024-05-29,1345.0
2024-05-30,2495.0
2024-05-31,2350.0
2024-06-03,2350.0
2024-06-04,2150.0
2024-06-05,14000.0
2024-06-06,8000.0
2024-06-07,8000.0
2024-06-10,8000.0
2024-06-11,4190.0
2024-06-12,3350.0
2024-06-13,2400.0
2024-06-14,2600.0
2024-06-17,6600.0
2024-06-18,10950.0
2024-06-19,17000.0
2024-06-20,10850.0
2024-06-21,10750.0
2024-06-24,12000.0
2024-06-25,14000.0
2024-06-26,15050.0
2024-06-27,13850.0
2024-06-28,10050.0
2024-07-01,10050.0
2024-07-02,7800.0
2024-07-03,14000.0
2024-07-04,13150.0
2024-07-05,18350.0
2024-07-08,14850.0
2024-07-09,11100.0
2024-07-10,9410.0
2024-07-11,7815.0
2024-07-12,12010.0
2024-07-15,12105.0
2024-07-16,11450.0
2024-07-17,16350.0
2024-07-18,13900.0
2024-07-19,14500.0
2024-07-22,9575.0
2024-07-23,7175.0
2024-07-24,8300.0
2024-07-25,9025.0
2024-07-26,12675.0
2024-07-29,11000.0
2024-07-30,9300.0
2024-07-31,9650.0
2024-08-01,3000.0
2024-08-02,2850.0
2024-08-05,2850.0
2024-08-06,6100.0
2024-08-07,7100.0
2024-08-08,4300.0
2024-08-09,11050.0
2024-08-12,9050.0
2024-08-13,7250.0
2024-08-14,9750.0
2024-08-15,8350.0
2024-08-16,6700.0
2024-08-19,5450.0
2024-08-20,3450.0
2024-08-21,3550.0
2024-08-22,3550.0
2024-08-23,3200.0
2024-08-26,6300.0
2024-08-27,9200.0
2024-08-28,9350.0
2024-08-29,10350.0
2024-08-30,11350.0
2024-09-02,11350.0
2024-09-03,5000.0
2024-09-04,6500.0
2024-09-05,9300.0
2024-09-06,13150.0
2024-09-09,15750.0
2024-09-10,15000.0
2024-09-11,17000.0
2024-09-12,14000.0
2024-09-13,10050.0
2024-09-16,11500.0
2024-09-17,12000.0
2024-09-18,11450.0
2024-09-19,13500.0
2024-09-20,13500.0
2024-09-23,9550.0
2024-09-24,11200.0
2024-09-25,9350.0
2024-09-26,6800.0
2024-09-27,7900.0
2024-09-30,7900.0
2024-10-01,4350.0
2024-10-02,3700.0
2024-10-03,5450.0
2024-10-04,9050.0
2024-10-07,10900.0
2024-10-08,11520.0
2024-10-09,16400.0
2024-10-10,12450.0
2024-10-11,9850.0
2024-10-14,9850.0
2024-10-15,11250.0
2024-10-16,9650.0
2024-10-17,6850.0
2024-10-18,9300.0
2024-10-21,7950.0
2024-10-22,7550.0
2024-10-23,5250.0
2024-10-24,6450.0
2024-10-25,6690.0
2024-10-28,7590.0
2024-10-29,5745.0
2024-10-30,9450.0
2024-10-31,12000.0
2024-11-01,3000.0
2024-11-04,1350.0
2024-11-05,4150.0
2024-11-06,12775.0
2024-11-07,11400.0
2024-11-08,6150.0
2024-11-11,6150.0
2024-11-12,7000.0
2024-11-13,7600.0
2024-11-14,7800.0
2024-11-15,10250.0
2024-11-18,9900.0
2024-11-19,8775.0
2024-11-20,9930.0
2024-11-21,5480.0
2024-11-22,4675.0
2024-11-25,5675.0
2024-11-26,4950.0
2024-11-27,4350.0
2024-11-28,4850.0
2024-11-29,7850.0
2024-12-02,3500.0
2024-12-03,3700.0
2024-12-04,6550.0
2024-12-05,5600.0
2024-12-06,7100.0
2024-12-09,7775.0
2024-12-10,4325.0
2024-12-11,2550.0
2024-12-12,6500.0
2024-12-13,12650.0
2024-12-16,15825.0
2024-12-17,15275.0
2024-12-18,7500.0
2024-12-19,7000.0
2024-12-20,5500.0
2024-12-23,5000.0
2024-12-24,3500.0
2024-12-25,3500.0
2024-12-26,3500.0
2024-12-27,2000.0
2024-12-30,2850.0
2024-12-31,1000.0
2025-01-01,1000.0
2025-01-02,3980.0
2025-01-03,4330.0
2025-01-06,3130.0
2025-01-07,2900.0
2025-01-08,950.0
2025-01-09,4550.0
2025-01-10,9100.0
2025-01-13,8350.0
2025-01-14,7200.0
2025-01-15,8800.0
2025-01-16,6800.0
2025-01-17,8350.0
2025-01-20,9150.0
2025-01-21,6100.0
2025-01-22,4350.0
2025-01-23,4250.0
2025-01-24,3500.0
2025-01-27,6600.0
2025-01-28,5000.0
2025-01-29,6100.0
2025-01-30,9100.0
2025-01-31,15600.0
2025-02-03,6500.0
2025-02-04,9000.0
2025-02-05,14816.0
2025-02-06,18700.0
2025-02-07,23393.0
2025-02-10,25459.0
2025-02-11,26329.0
2025-02-12,24260.0
2025-02-13,21000.0
2025-02-14,22400.0
2025-02-17,22400.0
2025-02-18,20700.0
2025-02-19,18800.0
2025-02-20,14850.0
2025-02-21,15450.0
2025-02-24,14264.0
2025-02-25,14664.0
2025-02-26,19220.0
2025-02-27,17570.0
2025-02-28,14000.0
2025-03-03,5000.0
2025-03-04,11000.0
2025-03-05,25500.0
2025-03-06,26675.0
2025-03-07,27750.0
2025-03-10,29400.0
2025-03-11,29350.0
2025-03-12,31000.0
2025-03-13,29000.0
2025-03-14,30700.0
2025-03-17,31650.0
2025-03-18,28808.0
2025-03-19,22250.0
2025-03-20,22675.0
2025-03-21,18275.0
2025-03-24,15625.0
2025-03-25,11450.0
2025-03-26,16450.0
2025-03-27,15550.0
2025-03-28,17350.0
2025-03-31,15850.0
2025-04-01,3000.0
2025-04-02,3000.0
2025-04-03,8247.0
2025-04-04,11700.0
2025-04-07,12351.0
2025-04-08,10901.0
2025-04-09,4448.0
2025-04-10,6500.0
2025-04-11,8878.0
2025-04-14,9126.0
2025-04-15,10876.0
2025-04-16,7301.0
2025-04-17,3250.0
2025-04-18,3250.0
2025-04-21,4200.0
2025-04-22,2650.0
2025-04-23,6150.0
2025-04-24,4900.0
2025-04-25,6100.0
2025-04-28,5200.0
2025-04-29,7750.0
2025-04-30,9050.0
2025-05-01,4000.0
2025-05-02,2050.0
2025-05-05,9000.0
2025-05-06,9900.0
2025-05-07,8500.0
2025-05-08,11100.0
2025-05-09,12250.0
2025-05-12,12000.0
2025-05-13,10100.0
2025-05-14,9575.0
2025-05-15,11600.0
2025-05-16,11700.0
2025-05-19,11700.0
2025-05-20,16250.0
2025-05-21,20600.0
2025-05-22,24150.0
2025-05-23,17890.0
2025-05-26,21215.0
2025-05-27,20115.0
2025-05-28,14275.0
2025-05-29,14775.0
2025-05-30,16175.0
2025-06-02,12100.0
2025-06-03,12000.0
2025-06-04,13190.0
2025-06-05,14840.0
2025-06-06,14890.0
2025-06-09,15940.0
2025-06-10,15850.0
2025-06-11,16370.0
2025-06-12,8175.0
2025-06-13,13400.0
2025-06-16,21580.0
2025-06-17,19950.0
2025-06-18,19075.0
2025-06-19,13725.0
2025-06-20,16750.0
2025-06-23,16860.0
2025-06-24,16130.0
2025-06-25,12580.0
2025-06-26,4800.0
2025-06-27,9600.0
2025-06-30,10625.0
2025-07-01,10625.0
2025-07-02,17385.0
2025-07-03,12475.0
2025-07-04,13400.0
2025-07-07,19100.0
2025-07-08,16975.0
2025-07-09,19760.0
2025-07-10,16430.0
2025-07-11,14683.0
2025-07-14,19413.0
2025-07-15,24703.0
2025-07-16,35275.0
2025-07-17,31375.0
2025-07-18,26275.0
2025-07-21,26075.0
2025-07-22,19665.0
2025-07-23,14275.0
2025-07-24,14775.0
2025-07-25,22475.0
2025-07-28,20535.0
2025-07-29,22795.0
2025-07-30,25402.0
2025-07-31,28225.0
2025-08-01,23375.0
2025-08-04,23375.0
2025-08-05,23155.0
2025-08-06,20009.0
2025-08-07,20995.0
2025-08-08,29045.0
2025-08-11,33845.0
2025-08-12,34821.0
2025-08-13,34775.0
2025-08-14,31300.0
2025-08-15,34525.0
2025-08-18,34885.0
2025-08-19,31345.0
2025-08-20,30745.0
2025-08-21,25445.0
2025-08-22,31950.0
2025-08-25,38690.0
2025-08-26,33715.0
2025-08-27,40715.0
2025-08-28,37490.0
2025-08-29,31270.0
2025-09-01,31270.0
2025-09-02,9000.0
2025-09-03,13000.0
2025-09-04,18550.0
2025-09-05,23000.0
2025-09-08,27000.0
2025-09-09,28000.0
2025-09-10,24000.0
2025-09-11,29000.0
2025-09-12,26920.0
2025-09-15,29010.0
2025-09-16,32000.0
2025-09-17,32839.0
2025-09-18,28000.0
2025-09-19,26000.0
2025-09-22,26000.0
2025-09-23,25000.0
2025-09-24,25000.0
2025-09-25,22000.0
2025-09-26,19500.0
2025-09-29,19200.0
2025-09-30,19200.0
2025-10-01,8400.0
2025-10-02,13990.0
2025-10-03,21090.0
2025-10-06,25200.0
2025-10-07,28000.0
2025-10-08,28150.0
2025-10-09,30128.0
2025-10-10,30178.0
2025-10-13,30178.0
2025-10-14,33000.0
2025-10-15,32000.0
2025-10-16,32000.0
2025-10-17,32925.0
2025-10-20,26150.0
2025-10-21,26000.0
2025-10-22,25000.0
2025-10-23,23200.0
2025-10-24,22450.0
2025-10-27,21375.0
2025-10-28,23025.0
2025-10-29,16300.0
2025-10-30,18050.0
2025-10-31,23550.0
2025-11-03,15850.0
2025-11-04,15950.0
2025-11-05,24550.0
2025-11-06,20860.0
2025-11-07,22445.0
2025-11-10,27550.0
2025-11-11,27550.0
2025-11-12,28000.0
2025-11-13,21650.0
2025-11-14,21400.0
2025-11-17,23800.0
2025-11-18,20350.0
2025-11-19,18350.0
2025-11-20,14487.0
2025-11-21,15287.0
2025-11-24,15350.0
2025-11-25,15500.0
2025-11-26,15000.0
2025-11-27,11500.0
2025-11-28,11450.0
2025-12-01,11000.0
2025-12-02,11000.0
2025-12-03,12000.0
2025-12-04,13705.0
2025-12-05,15000.0
2025-12-08,19000.0
2025-12-09,17000.0
2025-12-10,15100.0
2025-12-11,15000.0
2025-12-12,17500.0
2025-12-15,23500.0
2025-12-16,19550.0
2025-12-17,15500.0
2025-12-18,13050.0
2025-12-19,13800.0
2025-12-22,10500.0
2025-12-23,11950.0
2025-12-24,11905.0
2025-12-25,11905.0
2025-12-26,11905.0
2025-12-29,6540.0
2025-12-30,6400.0
2025-12-31,4200.0
2026-01-01,4200.0
2026-01-02,8219.0
2026-01-05,10000.0
2026-01-06,8050.0
2026-01-07,7200.0
2026-01-08,9000.0
2026-01-09,9200.0
2026-01-12,9000.0
2026-01-13,9000.0
2026-01-14,9000.0
2026-01-15,9000.0
2026-01-16,9000.0
2026-01-19,9000.0
2026-01-20,9000.0
2026-01-21,8200.0
2026-01-22,9000.0
2026-01-23,10000.0
2026-01-26,11500.0
2026-01-27,13000.0
2026-01-28,10500.0
2026-01-29,8580.0
2026-01-30,10880.0
2026-02-02,8500.0
2026-02-03,4255.0
2026-02-04,9000.0
2026-02-05,9000.0
2026-02-06,9000.0
2026-02-09,9000.0
2026-02-10,9000.0
2026-02-11,9000.0
2026-02-12,12000.0
2026-02-13,13000.0
2026-02-16,13000.0
2026-02-17,11000.0
2026-02-18,9500.0
2026-02-19,9000.0
2026-02-20,9000.0
2026-02-23,9000.0
2026-02-24,11000.0
2026-02-25,11000.0
2026-02-26,11000.0
2026-02-27,15000.0
2026-03-02,4000.0
2026-03-03,7865.0
2026-03-04,13000.0
2026-03-05,13064.0
2026-03-06,14696.0
2026-03-09,15000.0
2026-03-10,15000.0
2026-03-11,13000.0
2026-03-12,12000.0
2026-03-13,15000.0
2026-03-16,14500.0
2026-03-17,13500.0
2026-03-18,13500.0
2026-03-19,15500.0
2026-03-20,12500.0
2026-03-23,17500.0
2026-03-24,16000.0
2026-03-25,17500.0
2026-03-26,17500.0
2026-03-27,18000.0
2026-03-30,15000.0
2026-03-31,16000.0
2026-04-01,0.0
2026-04-02,4000.0
2026-04-03,4000.0
2026-04-06,5500.0
2026-04-07,6256.0
2026-04-08,7500.0
2026-04-09,8500.0
2026-04-10,9000.0
2026-04-13,9500.0
2026-04-14,8000.0
2026-04-15,10500.0
2026-04-16,10338.0
2026-04-17,17636.0
2026-04-20,10500.0
2026-04-21,9000.0
2026-04-22,14500.0
2026-04-23,15000.0
2026-04-24,17000.0
2026-04-27,17500.0
2026-04-28,13651.0
2026-04-29,13300.0
2026-04-30,13100.0
2026-05-01,8000.0
2026-05-04,11000.0
2026-05-05,20000.0
2026-05-06,23000.0
2026-05-07,27000.0
2026-05-08,26000.0
2026-05-11,22950.0
2026-05-12,25000.0
2026-05-13,22404.0
2026-05-14,27000.0
2026-05-15,29000.0
2026-05-18,29000.0
2026-05-19,26000.0
2026-05-20,22000.0
2026-05-21,23000.0
2026-05-22,19646.0
2026-05-25,18739.0
2026-05-26,22250.0
2026-05-27,17400.0
2026-05-28,14800.0
2026-05-29,20600.0
2026-06-01,6500.0
2026-06-02,10000.0
2026-06-03,17000.0
2026-06-04,19974.0
2026-06-05,17000.0
2026-06-08,18000.0
2026-06-09,17000.0
2026-06-10,15000.0
2026-06-11,13500.0
2026-06-12,20000.0
2026-06-15,24000.0
2026-06-16,20000.0
2026-06-17,21000.0
2026-06-18,15000.0
2026-06-19,10500.0
2026-06-22,9000.0
2026-06-23,13500.0
2026-06-24,11500.0
2026-06-25,9500.0
2026-06-26,9000.0
2026-06-29,9000.0
2026-06-30,9000.0
2026-07-01,9000.0
2026-07-02,5000.0
2026-07-03,9600.0
2026-07-06,21450.0
2026-07-07,23250.0
2026-07-08,21000.0
2026-07-09,21447.0
2026-07-10,22000.0
2026-07-13,22164.0
2026-07-14,20865.0
2026-07-15,22500.0
2026-07-16,16000.0
2026-07-17,21000.0
2026-07-20,13500.0
2026-07-21,12000.0
2026-07-22,16581.0
2026-07-23,19320.0
2026-07-24,17900.0
2026-07-27,20800.0
2026-07-28,21950.0
2026-07-29,19450.0
2026-07-30,17000.0
2026-07-31,22800.0
2026-08-03,22800.0
2026-08-04,10800.0
2026-08-05,14000.0
2026-08-06,18000.0
2026-08-07,24000.0
2026-08-10,28000.0
2026-08-11,28000.0
2026-08-12,25000.0
2026-08-13,26950.0
2026-08-14,27885.0
2026-08-17,26000.0
2026-08-18,24649.0
2026-08-19,20425.0
2026-08-20,19381.0
2026-08-21,19000.0
2026-08-24,21000.0
2026-08-25,22000.0
2026-08-26,21000.0
2026-08-27,22000.0
2026-08-28,20000.0
2026-08-31,23000.0
2026-09-01,6000.0
2026-09-02,7000.0
2026-09-03,13000.0
2026-09-04,21000.0
2026-09-07,21000.0
2026-09-08,21500.0
2026-09-09,9500.0
2026-09-10,13000.0
2026-09-11,11000.0
